"","seqnames","start","end","width","strand","Conc","Conc_metastasis","Conc_primary","Fold","p.value","FDR"
"18","chrX",85156304,85156704,401,"*",6.98221198468828,7.91223437425191,3.58163544193702,2.94392946902705,1.52991780756564e-07,0.00117179895321783
"19","chr13",20419901,20420301,401,"*",8.78427315621141,4.01271361463283,9.75761883088345,-3.21402659526552,1.56686440874881e-07,0.00117179895321783
"20","chr5",150412666,150413066,401,"*",9.40005281648513,6.19099308812212,10.3198599709987,-2.87668073851222,1.60605908338801e-07,0.00117179895321783
"21","chr15",47427485,47427885,401,"*",5.95634291228442,2.05010124799786,6.90741092965433,-3.05457437807711,1.68242205994466e-07,0.00117179895321783
"22","chr12",60014414,60014814,401,"*",6.75400566539742,7.73607129128593,1.41515260280691,3.19054475080035,2.19196211591475e-07,0.0013639883785302
"23","chr2",126953477,126953877,401,"*",7.44395869497255,8.41374502532146,2.85145708154432,3.14634310584651,2.21007493909545e-07,0.0013639883785302
"24","chr15",98865294,98865694,401,"*",6.77990208939968,2.1900304580147,7.74963270867023,-3.13212572088766,2.32461851245942e-07,0.0013639883785302
"25","chr21",14566864,14567264,401,"*",7.01255582583124,7.96982996990722,2.91373245083351,3.06767495147634,2.35984116970392e-07,0.0013639883785302
"26","chr17",75531919,75532319,401,"*",8.32889892762665,5.02635715247871,9.2538707614873,-2.8720509599101,2.42463612657832e-07,0.0013639883785302
"27","chr5",169083416,169083816,401,"*",7.9832349804706,8.93330671565729,4.1055770491266,3.01754715222845,2.60385202005565e-07,0.00140866499921038
"28","chr14",22463752,22464152,401,"*",6.94604640416671,7.89958039405678,2.96642896330397,3.03432160867944,2.69667313746995e-07,0.00140866499921038
"29","chr13",21033860,21034260,401,"*",9.31658247853514,5.21972171732221,10.2737975886191,-3.04862283724705,2.79930712752775e-07,0.00141185468172661
"30","chr8",107305805,107306205,401,"*",7.76452442203381,8.71909264244856,3.75294739861113,3.01169380244468,3.35268913212463e-07,0.00163459241073692
"31","chr20",8342368,8342768,401,"*",6.47941870714309,7.42568064897703,2.70595470696163,2.95941189654428,3.6346172266277e-07,0.00166648367449945
"32","chr9",95025744,95026144,401,"*",8.01460166308826,4.22330699402605,8.96153597183105,-2.95613963184477,3.70266045508012e-07,0.00166648367449945
"33","chr20",24755577,24755977,401,"*",7.61601343577926,8.5533268226399,4.06031844163385,2.90368631898296,3.75991093218303e-07,0.00166648367449945
"34","chr14",43651450,43651850,401,"*",7.72814248896117,8.69402505094631,3.30900413894369,3.03600002116101,4.17879936583669e-07,0.00179767032483746
"35","chr1",243268271,243268671,401,"*",7.50795152210799,3.34019009726941,8.46724767343432,-2.98726268397528,4.85453982035219e-07,0.00197464802780022
"36","chr14",46063873,46064273,401,"*",6.46118969283783,7.38268866658195,3.22220610471109,2.78906268046744,4.86020681786413e-07,0.00197464802780022
"37","chr15",89167692,89168092,401,"*",8.02639855967701,4.78633735608336,8.94795777030745,-2.79154423790648,5.06332405340963e-07,0.00200157305229164
"38","chr20",24194151,24194551,401,"*",6.17238464508372,7.1030583872894,2.75863964375951,2.82451320086591,5.61387472117368e-07,0.00202460004883508
"39","chr17",67441177,67441577,401,"*",7.11535953632916,4.09645769234097,8.0235014930316,-2.70459300476802,5.69536774731215e-07,0.00202460004883508
"40","chr11",84437481,84437881,401,"*",7.27753089520906,8.21106693637179,3.80437615979892,2.83461135730958,5.90034082488146e-07,0.00202460004883508
"41","chr15",23869384,23869784,401,"*",5.61841587229526,6.55089597220791,2.16747779360686,2.8268814827015,5.95618417776784e-07,0.00202460004883508
"42","chr7",55181254,55181654,401,"*",8.58320488342725,9.53201900463288,4.74081090204604,2.90879441079021,6.08425189134324e-07,0.00202460004883508
"43","chr6",100915932,100916332,401,"*",6.58637229911908,7.4895266932895,3.64128439250619,2.67614953948278,6.08969471829095e-07,0.00202460004883508
"44","chr8",133794603,133795003,401,"*",8.51657305585569,9.49354192878582,3.53603526281939,2.9967848167741,6.31306615591858e-07,0.00202460004883508
"45","chr8",30509172,30509572,401,"*",8.44348245476354,5.39879072683512,9.35330384423685,-2.71239405252555,6.3543543338741e-07,0.00202460004883508
"46","chr17",66459778,66460178,401,"*",5.78092996387811,2.19194436745831,6.71970408218457,-2.82901318654557,6.48825495118371e-07,0.00202460004883508
"47","chr7",116687846,116688246,401,"*",7.50193035680058,3.92304127563337,8.44026516954484,-2.8474726427104,6.50578421862172e-07,0.00202460004883508
"48","chr2",186771851,186772251,401,"*",7.25926732726788,8.19856558336794,3.65813827363809,2.82488326410227,8.28715961449372e-07,0.00252523565386314
"49","chrX",18010259,18010659,401,"*",5.91291574971366,6.8434652111817,2.50169310080384,2.76889783598713,8.72990001353427e-07,0.00259812655335891
"50","chr17",50728010,50728410,401,"*",6.98211227362542,3.99711766651806,7.8879969386667,-2.65427309777822,8.88163373543355e-07,0.00259812655335891
"51","chr22",50190308,50190708,401,"*",8.47530477444189,5.01271187992797,9.40834094288366,-2.7776309110383,9.55533860377839e-07,0.00274039616773146
"52","chr11",100106005,100106405,401,"*",8.08905743019901,9.0161773395919,4.74567297401953,2.74941352277004,1.00048623566466e-06,0.0027655765824735
"53","chrX",38108339,38108739,401,"*",6.20630735278616,2.54565195168483,7.14810940353336,-2.82077544967067,1.05553106995308e-06,0.0027655765824735
"54","chr2",175461835,175462235,401,"*",6.87785308083365,7.81490655010507,3.32799855226456,2.78328705849153,1.06655860134484e-06,0.0027655765824735
"55","chr11",133312285,133312685,401,"*",6.96168456887787,7.93245371969518,2.32196300010343,2.89505939319515,1.08290064391054e-06,0.0027655765824735
"56","chrX",107324747,107325147,401,"*",7.30147309322057,8.22038381893088,4.10800689660826,2.70385264189972,1.09182156343569e-06,0.0027655765824735
"57","chr2",73642291,73642691,401,"*",6.97976728601091,7.9112199186571,3.55010800062556,2.75411414912778,1.12224623930305e-06,0.0027655765824735
"58","chr16",74891217,74891617,401,"*",7.08896855486405,2.16103630591665,8.06507501519393,-2.87968205397627,1.16869590449989e-06,0.0027655765824735
"59","chrX",123049094,123049494,401,"*",5.2460248259219,6.15119830771179,2.271539260695,2.6342117273846,1.17811064641973e-06,0.0027655765824735
"60","chr17",3557701,3558101,401,"*",7.98213444331674,5.00611338317867,8.88741218273667,-2.6241854329933,1.19619599263032e-06,0.0027655765824735
"61","chr20",57694997,57695397,401,"*",8.84967021770186,6.34065655207889,9.71703245087008,-2.45149507934881,1.24652645585933e-06,0.0027655765824735
"62","chr5",14609942,14610342,401,"*",7.71930767157839,8.68648362247384,3.24505741883639,2.86480769467672,1.25398293056772e-06,0.0027655765824735
"63","chr11",61695971,61696371,401,"*",8.83681501555841,5.51966550719349,9.76256249057818,-2.71487980230625,1.25774281079003e-06,0.0027655765824735
"64","chr5",131328549,131328949,401,"*",6.47273413146511,2.82742367624598,7.41390100500395,-2.77890563588114,1.26030196259723e-06,0.0027655765824735
"65","chr20",56664780,56665180,401,"*",6.58754885146991,7.4896083762934,3.65813827363809,2.60570722997471,1.27751955874891e-06,0.0027655765824735
"66","chr11",108895853,108896253,401,"*",5.57984581847144,2.15319252605001,6.51115201877051,-2.71135384422305,1.28102194784357e-06,0.0027655765824735
"67","chr11",96990952,96991352,401,"*",6.29502503467207,7.22506934781577,2.89400730629345,2.7289010857045,1.28475808546003e-06,0.0027655765824735
"68","chr4",7852747,7853147,401,"*",7.97164495729337,3.44469807493852,8.94001122801988,-2.86157648147707,1.28575184329841e-06,0.0027655765824735
"69","chr2",85413864,85414264,401,"*",7.87507660013134,4.89179958244746,8.78084540772049,-2.61666366959286,1.33794923205298e-06,0.00280808147403609
"70","chr11",114078390,114078790,401,"*",5.58490662504002,6.49544232826678,2.52909511655281,2.64725815430505,1.35495232227966e-06,0.00280808147403609
"71","chrX",131907758,131908158,401,"*",5.07255816077367,5.98871013379797,1.92599146360578,2.67688789465117,1.36310906755294e-06,0.00280808147403609
"72","chr11",102946216,102946616,401,"*",8.440420980327,9.391087977533,4.54575530859787,2.7920203537204,1.50345545590809e-06,0.00303831634197153
"73","chr11",79501678,79502078,401,"*",7.83373825666901,8.78804792019088,3.83021988470552,2.80183950043212,1.51641615820654e-06,0.00303831634197153
"74","chr5",124995699,124996099,401,"*",6.88708841624789,2.75810611448739,7.84525939504005,-2.81388550895682,1.54166980989718e-06,0.00304375768262357
"75","chr5",181281071,181281471,401,"*",8.59829754196105,9.56813970235474,4.00315540968247,2.82736764095625,1.56075197038757e-06,0.00304375768262357
"76","chr10",15325641,15326041,401,"*",6.03760729254434,3.00801749679295,6.94644912904224,-2.60721335096842,1.61693481608192e-06,0.00304534172814856
"77","chr3",127747719,127748119,401,"*",8.11579312250374,4.29433280454894,9.06384548544588,-2.77316260463748,1.62741273861563e-06,0.00304534172814856
"78","chr6",102853326,102853726,401,"*",8.14872191492085,9.11399381743057,3.7548735128185,2.8150599408599,1.63456776866995e-06,0.00304534172814856
"79","chr17",55402043,55402443,401,"*",6.71594527848618,3.4136188408066,7.64090561638425,-2.68343916786474,1.64484764893437e-06,0.00304534172814856
"80","chr7",104185338,104185738,401,"*",4.91276388138245,0.382674001877566,5.8811997516594,-2.78952556170922,1.86028829385999e-06,0.00334419595926629
"81","chr12",111287531,111287931,401,"*",6.14722119815067,7.04703075950845,3.24946624779769,2.56231229735497,1.86090471127258e-06,0.00334419595926629
"82","chr5",95817361,95817761,401,"*",7.90831284201479,4.89003816326905,8.81641355815172,-2.5963930275928,1.87513934981248e-06,0.00334419595926629
"83","chr6",52102407,52102807,401,"*",6.29407572978909,7.20828580462938,3.17957899389009,2.62118330574937,1.89772100188086e-06,0.00334419595926629
"84","chr15",68795288,68795688,401,"*",7.33941879024733,3.84129793053297,8.2741213108316,-2.69530063690776,1.94690037044115e-06,0.00339001709264529
"85","chr8",137737842,137738242,401,"*",7.38820979642147,8.35658733591874,2.86075451018791,2.77482581716985,2.05807932286116e-06,0.00354144604798782
"86","chr20",56829631,56830031,401,"*",6.40260822103534,7.32254919069871,3.19120539264221,2.6336681992644,2.09081804766181e-06,0.00355594663864195
"87","chr1",41109290,41109690,401,"*",7.39208052145118,3.26857148430657,8.35009017249724,-2.75357601303211,2.15265296785578e-06,0.00361903027230411
"88","chr15",67105294,67105694,401,"*",8.68827685409232,5.90862139510322,9.5792087303354,-2.50427942593525,2.25938994408302e-06,0.0037553114861518
"89","chr11",79266438,79266838,401,"*",5.22078298588403,6.14479666245212,1.93607379021481,2.63277585091786,2.31946072724285e-06,0.00381183824504998
"90","chrX",65240981,65241381,401,"*",6.62474681206858,7.58261022875275,2.50618057216069,2.74025629359801,2.34555041850706e-06,0.00381188429347241
"91","chr8",8691982,8692382,401,"*",6.23747395757338,1.81877335013123,7.20334604264323,-2.74599614891405,2.37400612189862e-06,0.00381573221333384
"92","chr7",131071999,131072399,401,"*",7.62952149292115,4.52606325426737,8.54305250004455,-2.58724203019416,2.46861610663265e-06,0.00391554947645035
"93","chr22",41755162,41755562,401,"*",5.56402768416438,6.48846087926563,2.271539260695,2.63080226530473,2.48964954677762e-06,0.00391554947645035
"94","chr12",102459768,102460168,401,"*",5.08700885912947,5.99981087898568,1.99530161375533,2.57951979171952,2.62707314508011e-06,0.00405794679304782
"95","chr9",4500494,4500894,401,"*",7.6272846838235,4.51247673427639,8.54151382412561,-2.58242265456626,2.64902370882641e-06,0.00405794679304782
"96","chr4",65241644,65242044,401,"*",6.35569964429725,7.30647589491385,2.45788973690926,2.7046318273095,2.66342293477951e-06,0.00405794679304782
"97","chr14",68196654,68197054,401,"*",5.93925377672186,3.02743110134702,6.84006975022741,-2.5242206735823,2.71905167815847e-06,0.00409999355313578
"98","chr11",100072142,100072542,401,"*",5.17552920532973,6.06022185118891,2.4730495663268,2.46123426156221,2.83185813763076e-06,0.0042265193739023
"99","chr14",61559560,61559960,401,"*",7.35927190855676,3.65739756879658,8.30274573539263,-2.67392873228804,2.86547565089152e-06,0.00423349424850502
"100","chr15",80249980,80250380,401,"*",5.2638574643967,6.19529887652858,1.83442874851884,2.62504504571025,3.11102480761928e-06,0.00449634569870997
"101","chr7",158234377,158234777,401,"*",8.33736343438031,4.29477742366686,9.29291277509656,-2.68726371235413,3.12417700809568e-06,0.00449634569870997
"102","chr15",78049831,78050231,401,"*",7.51801103804204,4.17978882891659,8.44486296493358,-2.60602751482203,3.13561273634262e-06,0.00449634569870997
"103","chr1",27031499,27031899,401,"*",7.39488290175583,4.67824165879941,8.28074763439763,-2.44688593820628,3.19752426468025e-06,0.00452666499731183
"104","chr10",6275247,6275647,401,"*",7.64889119747377,4.28419962870384,8.57710659253352,-2.60574563703806,3.21865366542984e-06,0.00452666499731183
"105","chr21",32089734,32090134,401,"*",6.57241896755417,7.50757446006281,3.06447996812634,2.62440813581163,3.39575189647375e-06,0.00469108986801164
"106","chrX",115503094,115503494,401,"*",5.20921508635421,6.11064224638541,2.28877691112036,2.5123539808977,3.39971234212953e-06,0.00469108986801164
"107","chr15",73996919,73997319,401,"*",7.16293928625284,4.20527074449259,8.06696312746622,-2.50629451693847,3.56313752353983e-06,0.00477243341101094
"108","chr17",57268190,57268590,401,"*",7.09841783855544,8.01304466901311,3.97710192870236,2.54901612378003,3.58564226280972e-06,0.00477243341101094
"109","chr4",95715813,95716213,401,"*",5.21155580735276,6.16245286125286,1.31026099277071,2.65453775842428,3.65723639636754e-06,0.00477243341101094
"110","chr10",110399316,110399716,401,"*",7.83081860580541,5.0533573353689,8.72157802803259,-2.45404175742798,3.70813075054529e-06,0.00477243341101094
"111","chr6",51995385,51995785,401,"*",7.04078877394066,7.98511456594778,3.31742775632185,2.63376480215916,3.72377704652726e-06,0.00477243341101094
"112","chr8",120859531,120859931,401,"*",8.06195464942419,9.02269020046148,3.84296803836277,2.65964890773323,3.73576338415798e-06,0.00477243341101094
"113","chr22",36465113,36465513,401,"*",8.80033131921225,5.4209696123812,9.72929114137989,-2.58955831003406,3.74738383740072e-06,0.00477243341101094
"114","chr2",196665282,196665682,401,"*",6.73248855023771,7.67267261478848,3.11059123471177,2.62081440286684,3.78650815295157e-06,0.00477243341101094
"115","chr3",147387365,147387765,401,"*",6.47369443522442,7.44118682280714,1.9856261846247,2.65250851540393,3.78853513969933e-06,0.00477243341101094
"116","chr20",58207339,58207739,401,"*",7.80470586879563,8.7544888248408,3.93522472072589,2.64401661546895,3.78882585810282e-06,0.00477243341101094
"117","chr20",56893493,56893893,401,"*",7.2577043268539,8.20620595629996,3.42393595827363,2.64131671248993,3.81758128513018e-06,0.00477243341101094
"118","chr2",136220478,136220878,401,"*",5.47710188248863,6.39941169910529,2.22354086063356,2.56773753390904,3.94718487067299e-06,0.00486583920192208
"119","chr10",70578499,70578899,401,"*",8.62822087444272,4.61572482286335,9.58281848673924,-2.64392135745024,3.95883378704758e-06,0.00486583920192208
"120","chr8",39471111,39471511,401,"*",5.64255512705485,6.59939230939878,1.55819400809735,2.64551872923363,3.99297633085404e-06,0.00486690575046696
"121","chr1",108046136,108046536,401,"*",6.61127893048579,7.51539243206332,3.652306334953,2.49267463243995,4.21838124641279e-06,0.00509915136053984
"122","chr12",5244490,5244890,401,"*",7.8243873618554,8.76452701830632,4.20353867324595,2.60131978842267,4.27899029532832e-06,0.00511378395022878
"123","chr19",56507508,56507908,401,"*",7.20207207103051,8.15823820095631,3.13963412472308,2.63020654751516,4.30041176145969e-06,0.00511378395022878
"124","chr8",25220073,25220473,401,"*",6.30251145867946,3.25583326169107,7.2124608854529,-2.50697053051284,4.40166167584581e-06,0.00519197293028961
"125","chr5",41638667,41639067,401,"*",5.72252580050484,6.63662713180605,2.60980277084097,2.51981844980909,4.47133052870107e-06,0.00523195750759946
"126","chr9",95023508,95023908,401,"*",7.53311059168801,3.48971723281992,8.48868518737562,-2.61466302421251,4.66413741611815e-06,0.00538926561452428
"127","chr9",133789393,133789793,401,"*",7.59951280756629,4.67983077986335,8.50088648256058,-2.46314265354289,4.73217148469926e-06,0.00538926561452428
"128","chr11",47111422,47111822,401,"*",8.49731743239779,9.43837916893464,4.85453061550182,2.58785184116824,4.75956565987636e-06,0.00538926561452428
"129","chr12",20189268,20189668,401,"*",5.27864699964386,6.1683833352192,2.51412927434861,2.42833682136449,4.76311271221009e-06,0.00538926561452428
"130","chr19",37251619,37252019,401,"*",7.45008500497188,8.41141395861859,3.20942391019895,2.61110150840965,4.78999979412676e-06,0.00538926561452428
"131","chr2",210679365,210679765,401,"*",5.08589506519907,6.0252041868769,1.48451314155462,2.58158017770459,4.84728182508657e-06,0.00539784839569512
"132","chr9",21873864,21874264,401,"*",5.9044169876516,2.42937530008227,6.8380419320196,-2.56379340474988,4.87143786736146e-06,0.00539784839569512
"133","chr14",29736340,29736740,401,"*",6.4780262764882,7.45150109124337,1.69952426800663,2.56625653731517,5.1849059753208e-06,0.0056102909795036
"134","chr1",108045477,108045877,401,"*",6.89530057542168,7.79826292466019,3.95297575451484,2.46069650305321,5.21175342144032e-06,0.0056102909795036
"135","chr17",50423744,50424144,401,"*",8.82612753146138,5.57275290458276,9.74842703468827,-2.52220489538748,5.23099347578962e-06,0.0056102909795036
"136","chr5",37931862,37932262,401,"*",7.17409106979915,8.13008195210769,3.11732233326951,2.59269607765098,5.24056469848671e-06,0.0056102909795036
"137","chr18",45202677,45203077,401,"*",6.33399396071896,7.28497981956049,2.43013175422005,2.58617059479937,5.27539684502786e-06,0.0056102909795036
"138","chr18",23862029,23862429,401,"*",5.95043974232187,2.94134794189689,6.8579344256036,-2.46326060090981,5.2933063171491e-06,0.0056102909795036
"139","chr20",1935979,1936379,401,"*",6.89854559181656,7.82600889880982,3.54851761298293,2.53263942329177,5.43075237570171e-06,0.00571038560962468
"140","chr14",85482596,85482996,401,"*",4.95937669797982,5.86846574534649,1.92599146360578,2.48568785043042,5.46582881192539e-06,0.00571038560962468
"141","chr13",92649439,92649839,401,"*",6.99892991439174,7.94307383101537,3.28018383067843,2.56650251067194,5.61597470105145e-06,0.0057930512216326
"142","chrX",100358636,100359036,401,"*",7.1427930599985,8.11958621837247,2.17313282062773,2.52727061625053,5.62416776152593e-06,0.0057930512216326
"143","chr2",20633875,20634275,401,"*",9.0273834915513,5.74821622351862,9.95109684509053,-2.51134447477923,5.78903736532083e-06,0.00592117315525375
"144","chr3",194089517,194089917,401,"*",8.53234972508275,5.42287315138719,9.44625165262458,-2.47812319044288,5.95532828642704e-06,0.00597897665987959
"145","chr10",67815537,67815937,401,"*",7.97785417150756,3.70148167686102,8.94014107688231,-2.5644517025277,6.00057447056971e-06,0.00597897665987959
"146","chr18",22186670,22187070,401,"*",7.1091795559421,4.48660852276034,7.98701951192697,-2.35627000297837,6.05177471796125e-06,0.00597897665987959
"147","chr6",64085101,64085501,401,"*",7.62980359163972,8.57765461819867,3.81382393742545,2.55828743310378,6.06823993043904e-06,0.00597897665987959
"148","chr4",4477796,4478196,401,"*",6.92973573167528,3.29788416150479,7.87033967585574,-2.54350380482739,6.13343898043506e-06,0.00597897665987959
"149","chr16",81632805,81633205,401,"*",7.99349623704218,5.08243279877168,8.8942581623465,-2.43036451892578,6.1366998352188e-06,0.00597897665987959
"150","chr5",134171984,134172384,401,"*",6.39788622199906,3.58863412723213,7.29111685116131,-2.40803732777876,6.15188900739679e-06,0.00597897665987959
"151","chr6",51648255,51648655,401,"*",5.69878517780614,6.64296281899631,1.97918451979097,2.54926862296417,6.19776087081616e-06,0.00597897665987959
"152","chrX",21798820,21799220,401,"*",8.25300549594228,3.49205051171805,9.22615268421636,-2.52549388780183,6.23173405152625e-06,0.00597897665987959
"153","chr2",227990871,227991271,401,"*",7.7573371618191,8.70670263674902,3.89959280259357,2.55362501062764,6.29342720657418e-06,0.00597897665987959
"154","chr2",18824432,18824832,401,"*",6.35876477413238,7.23899202998086,3.70889786643498,2.35665105563742,6.33317246507564e-06,0.00597897665987959
"155","chr10",4686577,4686977,401,"*",7.76259691038403,4.54763451644186,8.68274072882702,-2.48685847128868,6.3360866808055e-06,0.00597897665987959
"156","chr20",56735316,56735716,401,"*",6.11157449484647,6.98535781959394,3.53413428136131,2.33132291601455,6.51115213116699e-06,0.00610478945713467
"157","chr4",110865773,110866173,401,"*",6.89114886440891,2.59707807789786,7.85390157729596,-2.54363901197979,6.6162673666582e-06,0.00616383267590379
"158","chr15",90956551,90956951,401,"*",7.21249778446785,4.03827719556306,8.13028790802819,-2.46784046662785,6.76399791555422e-06,0.00626157842481406
"159","chr11",133320701,133321101,401,"*",6.23706417915441,7.18797526446406,2.33536402433394,2.53870145225425,6.87113477180858e-06,0.00628387970555882
"160","chr7",65269107,65269507,401,"*",7.28137955779037,8.20453951750239,4.01236577184034,2.48287702922836,6.87401378937682e-06,0.00628387970555882
"161","chrX",124719051,124719451,401,"*",5.60119299960299,6.4803905395043,2.96316858116238,2.34057457871051,7.01063584049351e-06,0.00636896671163939
"162","chr13",106958594,106958994,401,"*",8.37486672409298,9.34197302548486,3.90363979689387,2.51878672311647,7.09335328041845e-06,0.00640248535668603
"163","chr7",137983426,137983826,401,"*",7.16589946215968,8.12338944735059,3.05987684435634,2.53102594097796,7.16842183487408e-06,0.00640248535668603
"164","chr2",28643968,28644368,401,"*",7.43320428110574,4.65173023583134,8.32427887636546,-2.37906337730952,7.17885192868039e-06,0.00640248535668603
"165","chr20",19251929,19252329,401,"*",6.47859903974922,7.41705343800227,2.89696883283089,2.50715578049474,7.40225633923821e-06,0.00656171891637781
"166","chr10",112912495,112912895,401,"*",7.5689287813614,4.91515085741688,8.44949409112697,-2.33776292936,7.53352808555249e-06,0.00663785513195933
"167","chr4",115488392,115488792,401,"*",5.79736704699235,6.73119569415837,2.31799204084887,2.48944699423418,7.80806952971757e-06,0.00681713260390669
"168","chr15",80851097,80851497,401,"*",7.97528333746788,3.99657026698331,8.92878771586116,-2.51301946482768,7.86356619773594e-06,0.00681713260390669
"169","chr12",32454029,32454429,401,"*",5.77112464785123,3.26069984856405,6.63862269513468,-2.28051874583541,7.87682143289005e-06,0.00681713260390669
"170","chr17",3888488,3888888,401,"*",7.76957182942429,5.01874300867225,8.65821532872189,-2.35540053228892,8.02827866244038e-06,0.00690734206048929
"171","chr4",97239302,97239702,401,"*",5.64721350359365,6.59581270017616,1.81075775310288,2.50452223764524,8.12833711419762e-06,0.00693207298279863
"172","chr15",21107880,21108280,401,"*",7.75197273920384,8.68456747135049,4.29864010598252,2.48046469830078,8.15181147132147e-06,0.00693207298279863
"173","chr20",40706970,40707370,401,"*",5.83480644011066,6.72839432562251,3.02089534063272,2.36585475394444,8.54610872598153e-06,0.00722536443177435
"174","chr8",138425117,138425517,401,"*",8.42079732349046,9.3773559859318,4.34557711900572,2.48910673459741,8.80834714430775e-06,0.00739701007267436
"175","chr5",91283923,91284323,401,"*",6.84537106359406,2.96242845442935,7.79562853813779,-2.48891485771442,8.85531217764189e-06,0.00739701007267436
"176","chr12",65948653,65949053,401,"*",8.05663160463954,3.98778922723982,9.01299485739165,-2.48663551499935,8.92586142114497e-06,0.00739701007267436
"177","chr20",25545982,25546382,401,"*",5.13107448556087,6.02681244710633,2.28877691112036,2.36978727986487,9.03416874442382e-06,0.00739701007267436
"178","chr4",132344794,132345194,401,"*",6.9392562326734,7.9025329101291,2.62500755019375,2.47525825029661,9.06961034047918e-06,0.00739701007267436
"179","chr20",7090778,7091178,401,"*",7.94808824167037,8.89184532535174,4.2391069815821,2.47843675655232,9.11750088954755e-06,0.00739701007267436
"180","chr18",9849466,9849866,401,"*",6.00102456610097,6.91078030855336,2.95735020850666,2.40232815758867,9.14890350148769e-06,0.00739701007267436
"181","chr12",27291852,27292252,401,"*",6.8133209327625,3.11607296419909,7.75660958742146,-2.47769442360916,9.15371399082521e-06,0.00739701007267436
"182","chr15",91515370,91515770,401,"*",6.15657279729145,3.47826576475512,7.0392357709449,-2.31832254674479,9.28432394183375e-06,0.00743175206227443
"183","chr15",40338880,40339280,401,"*",8.35634272987738,5.52833944062379,9.25100368821433,-2.35887747881558,9.33745252667495e-06,0.00743175206227443
"184","chr14",29993147,29993547,401,"*",6.59622900430249,7.51163902703257,3.46200483921131,2.41910830809185,9.35346090164899e-06,0.00743175206227443
"185","chr14",51697786,51698186,401,"*",5.54466510517529,6.42951565948867,2.84028630672621,2.32655864335363,9.4157767091437e-06,0.00743175206227443
"186","chr17",7043823,7044223,401,"*",7.52369259810842,4.54289484714865,8.42929391054834,-2.38595049361959,9.45905404631094e-06,0.00743175206227443
"187","chr6",6510690,6511090,401,"*",7.03252294122893,7.94771076072137,3.90197350314467,2.41195372348172,9.54371948593379e-06,0.00743175206227443
"188","chr3",45014924,45015324,401,"*",7.32463460831706,8.249785421788,4.01873588934831,2.43906746864187,9.55238054276919e-06,0.00743175206227443
"189","chr6",89186638,89187038,401,"*",8.59674147850635,9.48203041912782,5.88707598638006,2.32331297788013,9.73675861023047e-06,0.00750173892111479
"190","chr10",129501804,129502204,401,"*",6.22718732089832,7.13125365249713,3.26890094016779,2.37929422455374,9.75269463348021e-06,0.00750173892111479
"191","chr11",103359182,103359582,401,"*",5.5649720530054,6.48734547111265,2.31026099277071,2.43093849484793,9.84214319870294e-06,0.00750173892111479
